N_Pergunta,Pergunta,Recurso_WikiQA,Abstract_Recurso_WikiQA,Recurso_New,Abstract_Recurso_New
Q2209,what is civil engineering aBOUT,Civil_engineering,"Civil engineering is a professional engineering discipline that deals with the design, construction, and maintenance of the physical and naturally built environment, including public works such as roads, bridges, canals, dams, airports, sewage systems, pipelines, structural components of buildings, and railways. Civil engineering is traditionally broken into a number of sub-disciplines. It is considered the second-oldest engineering discipline after military engineering, and it is defined to distinguish non-military engineering from military engineering. Civil engineering can take place in the public sector from municipal public works departments through to federal government agencies, and in the private sector from locally based firms to global Fortune 500 companies.",Civil_engineering,"Civil engineering is a professional engineering discipline that deals with the design, construction, and maintenance of the physical and naturally built environment, including public works such as roads, bridges, canals, dams, airports, sewage systems, pipelines, structural components of buildings, and railways. Civil engineering is traditionally broken into a number of sub-disciplines. It is considered the second-oldest engineering discipline after military engineering, and it is defined to distinguish non-military engineering from military engineering. Civil engineering can take place in the public sector from municipal public works departments through to federal government agencies, and in the private sector from locally based firms to global Fortune 500 companies."
Q2214,WHere is a famous alluvial plain,Mississippi_Alluvial_Plain,"The Mississippi River Alluvial Plain is an alluvial plain created by the Mississippi River on which lie parts of seven U.S. states, from southern Louisiana to southern Illinois (Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, Louisiana). The plain is divided into (a) the Mississippi River Delta in the southern half of Louisiana and (b) the upper Mississippi Embayment running from central Louisiana to Illinois. The term ""Mississippi embayment"" is sometimes used more narrowly to refer to its section on the western side of the river, running through eastern Arkansas, southeastern Missouri, westernmost Tennessee (east side of the River), westernmost Kentucky (east side of the River) and southernmost Illinois, and excluding northwest Mississippi where the alluvial plain is known as the Mississippi Delta. It is the largest ecoregion of Louisiana, covering 12,350 square miles (32,000 km2), and including all of the historic Mississippi River floodplain.",Mississippi_Alluvial_Plain,"The Mississippi River Alluvial Plain is an alluvial plain created by the Mississippi River on which lie parts of seven U.S. states, from southern Louisiana to southern Illinois (Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, Louisiana). The plain is divided into (a) the Mississippi River Delta in the southern half of Louisiana and (b) the upper Mississippi Embayment running from central Louisiana to Illinois. The term ""Mississippi embayment"" is sometimes used more narrowly to refer to its section on the western side of the river, running through eastern Arkansas, southeastern Missouri, westernmost Tennessee (east side of the River), westernmost Kentucky (east side of the River) and southernmost Illinois, and excluding northwest Mississippi where the alluvial plain is known as the Mississippi Delta. It is the largest ecoregion of Louisiana, covering 12,350 square miles (32,000 km2), and including all of the historic Mississippi River floodplain."
Q2215,Where is South Beach in Miami,South_Beach,"South Beach, also nicknamed SoBe, is a neighborhood in the city of Miami Beach, Florida, United States, located due east of Miami city proper between Biscayne Bay and the Atlantic Ocean. The area encompasses Miami Beach south of Dade Boulevard. This area was the first section of Miami Beach to be developed, starting in the 1910s, due to the development efforts of Carl G. Fisher, the Lummus Brothers, and John S. Collins, the latter of whose construction of the Collins Bridge provided the first vital land link between mainland Miami and the beaches. The area has gone through numerous artificial and natural changes over the years, including a booming regional economy, increased tourism, and the 1926 hurricane, which destroyed much of the area. As of 2010, 39,186 people lived in South Beach.",South_Beach,"South Beach, also nicknamed SoBe, is a neighborhood in the city of Miami Beach, Florida, United States, located due east of Miami city proper between Biscayne Bay and the Atlantic Ocean. The area encompasses Miami Beach south of Dade Boulevard. This area was the first section of Miami Beach to be developed, starting in the 1910s, due to the development efforts of Carl G. Fisher, the Lummus Brothers, and John S. Collins, the latter of whose construction of the Collins Bridge provided the first vital land link between mainland Miami and the beaches. The area has gone through numerous artificial and natural changes over the years, including a booming regional economy, increased tourism, and the 1926 hurricane, which destroyed much of the area. As of 2010, 39,186 people lived in South Beach."
Q2217,who was john f kennedy up against,"United_States_presidential_election,_1960",,1960_United_States_presidential_election,"The 1960 United States presidential election was the 44th quadrennial presidential election. It was held on Tuesday, November 8, 1960. In a closely contested election, Democratic United States Senator John F. Kennedy defeated incumbent Vice President Richard Nixon, the Republican Party nominee. This was the first election in which fifty states participated and the last in which the District of Columbia did not, marking the first participation of Alaska and Hawaii. This made it the only presidential election where the threshold for victory was 269 electoral votes. It was also the first election in which an incumbent president was ineligible to run for a third term because of the term limits established by the 22nd Amendment. Nixon faced little opposition in the Republican race to succeed popular incumbent Dwight D. Eisenhower. Kennedy, a junior U.S. Senator from Massachusetts, established himself as the Democratic front-runner with his strong performance in the 1960 Democratic primaries, including a key victory in West Virginia over United States Senator Hubert Humphrey. He defeated Senate Majority Leader Lyndon B. Johnson on the first presidential ballot of the 1960 Democratic National Convention, and asked Johnson to serve as his running mate. The issue of the Cold War dominated the election, as tensions were high between the United States and the Soviet Union. Kennedy won a 303 to 219 Electoral College victory and is generally considered to have won the national popular vote by 112,827, a margin of 0.17 percent. Fourteen unpledged electors from Mississippi and Alabama cast their vote for Senator Harry F. Byrd, as did a faithless elector from Oklahoma. The 1960 presidential election was the closest election since 1916, and this closeness can be explained by a number of factors. Kennedy benefited from the economic recession of 1957–58, which hurt the standing of the incumbent Republican Party, and he had the advantage of 17 million more registered Democrats than Republicans. Furthermore, the new votes that Kennedy, the first Roman Catholic president, gained among Catholics almost neutralized the new votes Nixon gained among Protestants. Kennedy's campaigning skills decisively outmatched Nixon's, who exhausted time and resources campaigning in all fifty states while Kennedy focused on campaigning in populous swing states. Kennedy emphasized his youth, while Nixon focused heavily on his experience. Kennedy relied on Johnson to hold the South, and used television effectively. Despite this, Kennedy's popular vote margin was the narrowest in the 20th century."
Q2221,what is the controlled substance act known as,Controlled_Substances_Act,"The Controlled Substances Act (CSA) is the statute establishing federal U.S. drug policy under which the manufacture, importation, possession, use, and distribution of certain substances is regulated. It was passed by the 91st United States Congress as Title II of the Comprehensive Drug Abuse Prevention and Control Act of 1970 and signed into law by President Richard Nixon. The Act also served as the national implementing legislation for the Single Convention on Narcotic Drugs. The legislation created five schedules (classifications), with varying qualifications for a substance to be included in each. Two federal agencies, the Drug Enforcement Administration (DEA) and the Food and Drug Administration (FDA), determine which substances are added to or removed from the various schedules, although the statute passed by Congress created the initial listing. Congress has sometimes scheduled other substances through legislation such as the Hillory J. Farias and Samantha Reid Date-Rape Prevention Act of 2000, which placed gamma hydroxybutyrate (GHB) in Schedule I and sodium oxybate (the isolated sodium salt in GHB) in Schedule III when used under an FDA NDA or IND. Classification decisions are required to be made on criteria including potential for abuse (an undefined term), currently accepted medical use in treatment in the United States, and international treaties.",Controlled_Substances_Act,"The Controlled Substances Act (CSA) is the statute establishing federal U.S. drug policy under which the manufacture, importation, possession, use, and distribution of certain substances is regulated. It was passed by the 91st United States Congress as Title II of the Comprehensive Drug Abuse Prevention and Control Act of 1970 and signed into law by President Richard Nixon. The Act also served as the national implementing legislation for the Single Convention on Narcotic Drugs. The legislation created five schedules (classifications), with varying qualifications for a substance to be included in each. Two federal agencies, the Drug Enforcement Administration (DEA) and the Food and Drug Administration (FDA), determine which substances are added to or removed from the various schedules, although the statute passed by Congress created the initial listing. Congress has sometimes scheduled other substances through legislation such as the Hillory J. Farias and Samantha Reid Date-Rape Prevention Act of 2000, which placed gamma hydroxybutyrate (GHB) in Schedule I and sodium oxybate (the isolated sodium salt in GHB) in Schedule III when used under an FDA NDA or IND. Classification decisions are required to be made on criteria including potential for abuse (an undefined term), currently accepted medical use in treatment in the United States, and international treaties."
Q2226,what is the si unit of pressure,Pressure,"Pressure (symbol: p or P) is the force applied perpendicular to the surface of an object per unit area over which that force is distributed. Gauge pressure (also spelled gage pressure) is the pressure relative to the ambient pressure. Various are used to express pressure. Some of these derive from a unit of force divided by a unit of area; the SI unit of pressure, the pascal (Pa), for example, is one newton per square metre (N/m2); similarly, the pound-force per square inch (psi) is the traditional unit of pressure in the imperial and U.S. customary systems. Pressure may also be expressed in terms of standard atmospheric pressure; the atmosphere (atm) is equal to this pressure, and the torr is defined as 1⁄760 of this. Manometric units such as the centimetre of water, millimetre of mercury, and inch of mercury are used to express pressures in terms of the height of column of a particular fluid in a manometer.",Pressure,"Pressure (symbol: p or P) is the force applied perpendicular to the surface of an object per unit area over which that force is distributed. Gauge pressure (also spelled gage pressure) is the pressure relative to the ambient pressure. Various are used to express pressure. Some of these derive from a unit of force divided by a unit of area; the SI unit of pressure, the pascal (Pa), for example, is one newton per square metre (N/m2); similarly, the pound-force per square inch (psi) is the traditional unit of pressure in the imperial and U.S. customary systems. Pressure may also be expressed in terms of standard atmospheric pressure; the atmosphere (atm) is equal to this pressure, and the torr is defined as 1⁄760 of this. Manometric units such as the centimetre of water, millimetre of mercury, and inch of mercury are used to express pressures in terms of the height of column of a particular fluid in a manometer."
Q2227,what is the great basin area,Great_Basin,"The Great Basin (Spanish: Gran Cuenca) is the largest area of contiguous endorheic watersheds – those with no outlets – in North America. It spans nearly all of Nevada, much of Oregon and Utah, and portions of California, Idaho, Wyoming, and Baja California, Mexico. It is noted for both its arid climate and the basin and range topography that varies from the North American low point at Badwater Basin in Death Valley to the highest point of the contiguous United States, less than 100 miles (160 km) away at the summit of Mount Whitney. The region spans several physiographic divisions, biomes, ecoregions, and deserts.",Great_Basin,"The Great Basin (Spanish: Gran Cuenca) is the largest area of contiguous endorheic watersheds – those with no outlets – in North America. It spans nearly all of Nevada, much of Oregon and Utah, and portions of California, Idaho, Wyoming, and Baja California, Mexico. It is noted for both its arid climate and the basin and range topography that varies from the North American low point at Badwater Basin in Death Valley to the highest point of the contiguous United States, less than 100 miles (160 km) away at the summit of Mount Whitney. The region spans several physiographic divisions, biomes, ecoregions, and deserts."
Q2230,when was fdr elected as president,Franklin_D._Roosevelt,"Franklin Delano Roosevelt (/ˈroʊzəvəlt/, /-vɛlt/ ROH-zə-velt; January 30, 1882 – April 12, 1945), often referred to by his initials FDR, was an American lawyer and politician who served as the 32nd president of the United States from 1933 until his death in 1945. A member of the Democratic Party, he won a record four presidential elections and became a central figure in world events during the first half of the 20th century. Roosevelt directed the federal government during most of the Great Depression, implementing his New Deal domestic agenda in response to the worst economic crisis in U.S. history. As a dominant leader of his party, he built the New Deal Coalition, which defined modern liberalism in the United States throughout the middle third of the 20th century. His third and fourth terms were dominated by World War II, which ended shortly after he died in office. Roosevelt was born in Hyde Park, New York, to the Roosevelt family made well known by the reputation of Theodore Roosevelt, the 26th president of the United States, as well as by the reputation of prominent businessman William Henry Aspinwall. He graduated from the Groton School and Harvard College, and attended Columbia Law School but left after passing the bar exam to practice law in New York City. In 1905, he married his fifth cousin once removed Eleanor Roosevelt. They had six children, of whom five survived into adulthood. He won election to the New York State Senate in 1910, and then served as Assistant Secretary of the Navy under President Woodrow Wilson during World War I. Roosevelt was James M. Cox's running mate on the Democratic Party's 1920 national ticket, but Cox was defeated by Republican Warren G. Harding. In 1921, Roosevelt contracted a paralytic illness, believed at the time to be polio, and his legs became permanently paralyzed. While attempting to recover from his condition, Roosevelt founded a polio rehabilitation center in Warm Springs, Georgia. In spite of being unable to walk unaided, Roosevelt returned to public office by winning election as Governor of New York in 1928. He served as governor from 1929 to 1933, promoting programs to combat the economic crisis besetting the United States. In the 1932 presidential election, Roosevelt defeated Republican incumbent Herbert Hoover in a landslide. Roosevelt took office in the midst of the Great Depression, the worst economic crisis in U.S. history. During the first 100 days of the 73rd United States Congress, Roosevelt spearheaded unprecedented federal legislation and issued a profusion of executive orders that instituted the New Deal—a variety of programs designed to produce relief, recovery, and reform. He created numerous programs to provide relief to the unemployed and farmers while seeking economic recovery with the National Recovery Administration and other programs. He also instituted major regulatory reforms related to finance, communications, and labor, and presided over the end of Prohibition. He used radio to speak directly to the American people, giving 30 ""fireside chat"" radio addresses during his presidency and became the first American president to be televised. With the economy having improved rapidly from 1933 to 1936, Roosevelt won a landslide reelection in 1936. After the 1936 election, Roosevelt sought passage of the Judicial Procedures Reform Bill of 1937 (the ""court packing plan""), which would have expanded the size of the Supreme Court of the United States. The bipartisan Conservative Coalition that formed in 1937 prevented passage of the bill and blocked the implementation of further New Deal programs and reforms. The economy then relapsed into a deep recession in 1937 and 1938. Major surviving programs and legislation implemented under Roosevelt include the Securities and Exchange Commission, the National Labor Relations Act, the Federal Deposit Insurance Corporation, Social Security, and the Fair Labor Standards Act of 1938. He was reelected in 1940 for his third term, making him the only U.S. president to serve for more than two terms. With World War II looming after 1938, the U.S. remained officially neutral, but Roosevelt gave strong diplomatic and financial support to China, the United Kingdom, and eventually the Soviet Union. Following the Japanese attack on Pearl Harbor on December 7, 1941, an event he called ""a date which will live in infamy"", Roosevelt obtained a congressional declaration of war on Japan, and, a few days later, on Germany and Italy. Assisted by his top aide Harry Hopkins and with very strong national support, he worked closely with British Prime Minister Winston Churchill, Soviet leader Joseph Stalin and Chinese Generalissimo Chiang Kai-shek in leading the Allied Powers against the Axis Powers. Roosevelt supervised the mobilization of the U.S. economy to support the war effort, and implemented a Europe first strategy, making the defeat of Germany a priority over that of Japan. He also initiated the development of the world's first atomic bomb and worked with other Allied leaders to lay the groundwork for the United Nations and other post-war institutions. Roosevelt won reelection in 1944, but with his physical health declining during the war years, he died in April 1945, less than three months into his fourth term. The Axis Powers surrendered to the Allies in the months following Roosevelt's death, during the presidency of his successor, Harry S. Truman. Roosevelt is usually rated by scholars among the nation's greatest presidents, with George Washington and Abraham Lincoln. He has also been subject to substantial criticism, especially for consolidation of power and breaking tradition by running for a third term as president, restricting Jewish immigration during the Holocaust, incarcerating people of Japanese descent, and opposing legislation aimed at preventing the lynching of black people.",Franklin_D._Roosevelt,"Franklin Delano Roosevelt (/ˈroʊzəvəlt/, /-vɛlt/ ROH-zə-velt; January 30, 1882 – April 12, 1945), often referred to by his initials FDR, was an American lawyer and politician who served as the 32nd president of the United States from 1933 until his death in 1945. A member of the Democratic Party, he won a record four presidential elections and became a central figure in world events during the first half of the 20th century. Roosevelt directed the federal government during most of the Great Depression, implementing his New Deal domestic agenda in response to the worst economic crisis in U.S. history. As a dominant leader of his party, he built the New Deal Coalition, which defined modern liberalism in the United States throughout the middle third of the 20th century. His third and fourth terms were dominated by World War II, which ended shortly after he died in office. Roosevelt was born in Hyde Park, New York, to the Roosevelt family made well known by the reputation of Theodore Roosevelt, the 26th president of the United States, as well as by the reputation of prominent businessman William Henry Aspinwall. He graduated from the Groton School and Harvard College, and attended Columbia Law School but left after passing the bar exam to practice law in New York City. In 1905, he married his fifth cousin once removed Eleanor Roosevelt. They had six children, of whom five survived into adulthood. He won election to the New York State Senate in 1910, and then served as Assistant Secretary of the Navy under President Woodrow Wilson during World War I. Roosevelt was James M. Cox's running mate on the Democratic Party's 1920 national ticket, but Cox was defeated by Republican Warren G. Harding. In 1921, Roosevelt contracted a paralytic illness, believed at the time to be polio, and his legs became permanently paralyzed. While attempting to recover from his condition, Roosevelt founded a polio rehabilitation center in Warm Springs, Georgia. In spite of being unable to walk unaided, Roosevelt returned to public office by winning election as Governor of New York in 1928. He served as governor from 1929 to 1933, promoting programs to combat the economic crisis besetting the United States. In the 1932 presidential election, Roosevelt defeated Republican incumbent Herbert Hoover in a landslide. Roosevelt took office in the midst of the Great Depression, the worst economic crisis in U.S. history. During the first 100 days of the 73rd United States Congress, Roosevelt spearheaded unprecedented federal legislation and issued a profusion of executive orders that instituted the New Deal—a variety of programs designed to produce relief, recovery, and reform. He created numerous programs to provide relief to the unemployed and farmers while seeking economic recovery with the National Recovery Administration and other programs. He also instituted major regulatory reforms related to finance, communications, and labor, and presided over the end of Prohibition. He used radio to speak directly to the American people, giving 30 ""fireside chat"" radio addresses during his presidency and became the first American president to be televised. With the economy having improved rapidly from 1933 to 1936, Roosevelt won a landslide reelection in 1936. After the 1936 election, Roosevelt sought passage of the Judicial Procedures Reform Bill of 1937 (the ""court packing plan""), which would have expanded the size of the Supreme Court of the United States. The bipartisan Conservative Coalition that formed in 1937 prevented passage of the bill and blocked the implementation of further New Deal programs and reforms. The economy then relapsed into a deep recession in 1937 and 1938. Major surviving programs and legislation implemented under Roosevelt include the Securities and Exchange Commission, the National Labor Relations Act, the Federal Deposit Insurance Corporation, Social Security, and the Fair Labor Standards Act of 1938. He was reelected in 1940 for his third term, making him the only U.S. president to serve for more than two terms. With World War II looming after 1938, the U.S. remained officially neutral, but Roosevelt gave strong diplomatic and financial support to China, the United Kingdom, and eventually the Soviet Union. Following the Japanese attack on Pearl Harbor on December 7, 1941, an event he called ""a date which will live in infamy"", Roosevelt obtained a congressional declaration of war on Japan, and, a few days later, on Germany and Italy. Assisted by his top aide Harry Hopkins and with very strong national support, he worked closely with British Prime Minister Winston Churchill, Soviet leader Joseph Stalin and Chinese Generalissimo Chiang Kai-shek in leading the Allied Powers against the Axis Powers. Roosevelt supervised the mobilization of the U.S. economy to support the war effort, and implemented a Europe first strategy, making the defeat of Germany a priority over that of Japan. He also initiated the development of the world's first atomic bomb and worked with other Allied leaders to lay the groundwork for the United Nations and other post-war institutions. Roosevelt won reelection in 1944, but with his physical health declining during the war years, he died in April 1945, less than three months into his fourth term. The Axis Powers surrendered to the Allies in the months following Roosevelt's death, during the presidency of his successor, Harry S. Truman. Roosevelt is usually rated by scholars among the nation's greatest presidents, with George Washington and Abraham Lincoln. He has also been subject to substantial criticism, especially for consolidation of power and breaking tradition by running for a third term as president, restricting Jewish immigration during the Holocaust, incarcerating people of Japanese descent, and opposing legislation aimed at preventing the lynching of black people."
Q2231,where was ms-13 originally from,MS-13,"Mara Salvatrucha, commonly known as MS-13, is an international criminal gang that originated in Los Angeles, California, in the 1970s and 1980s. Originally, the gang was set up to protect Salvadoran immigrants from other gangs in the Los Angeles area. Over time, the gang grew into a more traditional criminal organization. MS-13 is defined by its cruelty, and its rivalry with the 18th Street gang. Many MS-13 members were deported to El Salvador after the close of the Salvadoran Civil War in 1992, or upon being arrested, facilitating the spread of the gang to Central America. The gang is currently active in many parts of the continental United States, Canada, Mexico, and Central America. Most members are Central American, Salvadorans in particular. As an international gang, its history is closely tied to United States–El Salvador relations. In 2018, the gang's US membership of up to 10,000 accounted for less than 1% of the 1.4 million gang members in the United States, and a similar share of gang murders. The gang is often referenced by the United States' Republican Party to advocate for stricter immigration policies.",MS-13,"Mara Salvatrucha, commonly known as MS-13, is an international criminal gang that originated in Los Angeles, California, in the 1970s and 1980s. Originally, the gang was set up to protect Salvadoran immigrants from other gangs in the Los Angeles area. Over time, the gang grew into a more traditional criminal organization. MS-13 is defined by its cruelty, and its rivalry with the 18th Street gang. Many MS-13 members were deported to El Salvador after the close of the Salvadoran Civil War in 1992, or upon being arrested, facilitating the spread of the gang to Central America. The gang is currently active in many parts of the continental United States, Canada, Mexico, and Central America. Most members are Central American, Salvadorans in particular. As an international gang, its history is closely tied to United States–El Salvador relations. In 2018, the gang's US membership of up to 10,000 accounted for less than 1% of the 1.4 million gang members in the United States, and a similar share of gang murders. The gang is often referenced by the United States' Republican Party to advocate for stricter immigration policies."
Q2233,what is bones job,Bones_(TV_series),"Bones is an American crime procedural comedy-drama television series created by Hart Hanson for Fox. It premiered on September 13, 2005, and concluded on March 28, 2017, airing for 246 episodes over twelve seasons. The show is based on forensic anthropology and forensic archaeology, with each episode focusing on an FBI case file concerning the mystery behind human remains brought by FBI Special Agent Seeley Booth (David Boreanaz) to forensic anthropologist Dr. Temperance ""Bones"" Brennan (Emily Deschanel). It also explores the personal lives of the characters. The rest of the main cast includes Michaela Conlin, T. J. Thyne, Eric Millegan, Jonathan Adams, Tamara Taylor, John Francis Daley, and John Boyd. The series is very loosely based on the life and novels of Kathy Reichs, a forensic anthropologist, who also produced the show. Its title character, Temperance Brennan, is named after the protagonist of Reichs' crime novel series. In the Bones universe, Dr. Brennan writes successful mystery novels featuring a fictional forensic anthropologist named Kathy Reichs. Bones is a joint production by Josephson Entertainment and Far Field Productions in association with 20th Century Fox Television and syndicated by 20th Television. The series is the longest-running one-hour drama series produced by 20th Century Fox Television.",Bones_(TV_series),"Bones is an American crime procedural comedy-drama television series created by Hart Hanson for Fox. It premiered on September 13, 2005, and concluded on March 28, 2017, airing for 246 episodes over twelve seasons. The show is based on forensic anthropology and forensic archaeology, with each episode focusing on an FBI case file concerning the mystery behind human remains brought by FBI Special Agent Seeley Booth (David Boreanaz) to forensic anthropologist Dr. Temperance ""Bones"" Brennan (Emily Deschanel). It also explores the personal lives of the characters. The rest of the main cast includes Michaela Conlin, T. J. Thyne, Eric Millegan, Jonathan Adams, Tamara Taylor, John Francis Daley, and John Boyd. The series is very loosely based on the life and novels of Kathy Reichs, a forensic anthropologist, who also produced the show. Its title character, Temperance Brennan, is named after the protagonist of Reichs' crime novel series. In the Bones universe, Dr. Brennan writes successful mystery novels featuring a fictional forensic anthropologist named Kathy Reichs. Bones is a joint production by Josephson Entertainment and Far Field Productions in association with 20th Century Fox Television and syndicated by 20th Television. The series is the longest-running one-hour drama series produced by 20th Century Fox Television."
Q2234,where was the super bowl in 1991,Super_Bowl_XXV,"Super Bowl XXV was an American football game between the American Football Conference (AFC) champion Buffalo Bills and the National Football Conference (NFC) champion New York Giants to decide the National Football League (NFL) champion for the 1990 season. The Giants defeated the Bills by the score of 20–19, winning their second Super Bowl. The game was held at Tampa Stadium in Tampa, Florida, on January 27, 1991, during the time of the Gulf War. A memorable performance of ""The Star-Spangled Banner"" by Whitney Houston and the Florida Orchestra preceded the game. Jazz musician John Clayton arranged the piece. The American Broadcasting Company (ABC), who broadcast the game in the U.S., did not air the halftime show (headlined by American boy band New Kids on the Block) live. Instead, the network televised a special ABC News report anchored by Peter Jennings on the progress of the war before airing the halftime show on tape delay after the game. The Bills and their explosive no-huddle offense were making their first Super Bowl appearance after finishing the regular season with a 13–3 record, and leading the league in total points scored with 428. In advancing to their second Super Bowl, the Giants also posted a 13–3 regular-season record, but with a ball-control offense and a defense that allowed a league-low 211 points. Super Bowl XXV became the first Super Bowl to feature two teams representing the same state, even though the Giants technically play in New Jersey. The game is known for Bills placekicker Scott Norwood's last-second missed field goal attempt that went wide right of the uprights, starting a four-game losing streak in the Super Bowl for the Bills. The game became the only Super Bowl decided by one point and the first Super Bowl in which neither team committed a turnover. The Giants set a Super Bowl record-holding possession of the ball for 40 minutes and 33 seconds. The Giants also overcame a 12–3 second-quarter deficit and made a 75-yard touchdown drive that consumed a Super Bowl-record 9:29 off the clock. Giants running back Ottis Anderson, who carried the ball 21 times for 102 yards and one touchdown, was named Super Bowl MVP. He was the first awardee to receive the newly named ""Pete Rozelle Trophy"" (named for the former commissioner, Pete Rozelle). Anderson also recorded one reception for seven yards. The NFL in its 100 Greatest Games series ranked it at number 10.",Super_Bowl_XXV,"Super Bowl XXV was an American football game between the American Football Conference (AFC) champion Buffalo Bills and the National Football Conference (NFC) champion New York Giants to decide the National Football League (NFL) champion for the 1990 season. The Giants defeated the Bills by the score of 20–19, winning their second Super Bowl. The game was held at Tampa Stadium in Tampa, Florida, on January 27, 1991, during the time of the Gulf War. A memorable performance of ""The Star-Spangled Banner"" by Whitney Houston and the Florida Orchestra preceded the game. Jazz musician John Clayton arranged the piece. The American Broadcasting Company (ABC), who broadcast the game in the U.S., did not air the halftime show (headlined by American boy band New Kids on the Block) live. Instead, the network televised a special ABC News report anchored by Peter Jennings on the progress of the war before airing the halftime show on tape delay after the game. The Bills and their explosive no-huddle offense were making their first Super Bowl appearance after finishing the regular season with a 13–3 record, and leading the league in total points scored with 428. In advancing to their second Super Bowl, the Giants also posted a 13–3 regular-season record, but with a ball-control offense and a defense that allowed a league-low 211 points. Super Bowl XXV became the first Super Bowl to feature two teams representing the same state, even though the Giants technically play in New Jersey. The game is known for Bills placekicker Scott Norwood's last-second missed field goal attempt that went wide right of the uprights, starting a four-game losing streak in the Super Bowl for the Bills. The game became the only Super Bowl decided by one point and the first Super Bowl in which neither team committed a turnover. The Giants set a Super Bowl record-holding possession of the ball for 40 minutes and 33 seconds. The Giants also overcame a 12–3 second-quarter deficit and made a 75-yard touchdown drive that consumed a Super Bowl-record 9:29 off the clock. Giants running back Ottis Anderson, who carried the ball 21 times for 102 yards and one touchdown, was named Super Bowl MVP. He was the first awardee to receive the newly named ""Pete Rozelle Trophy"" (named for the former commissioner, Pete Rozelle). Anderson also recorded one reception for seven yards. The NFL in its 100 Greatest Games series ranked it at number 10."
